反馈日期,客户问题,问题描述,客户名称,所属功能,端口,问题类型,处理进度,反馈进度,测试处理状态,Bug状态,测试备注,备注,附件,周
2025/05/07,老师，雅思的考场真题能不能也加一下巩固训练，就是篇章跟读和逐句精听？,老师布置考场真题后，结果页增加巩固训练（见附件）,独课,结果页,老师,功能需求和优化（s）,,,,,,,image.png,2025W19
2025/05/07,老师您好 可以帮忙修改一下首页的套题么,入学模考配置,金吉列,入学模考,老师,入学模考配置（t）,不处理,,,,,老师反馈不需要配置了,fb27fe7dbb1ef1ad12e88ab279a1b13e_.png,2025W19
2025/05/07,请问一下技术老师，我们线上测试的系统，指定做SAT3月份的题  顾问老师需要怎么操作？好的，那直接帮我给到更新到最新的SAT的一套标化的试卷就行，试卷名称：SAT最新真题,入学模考配置,金吉列,入学模考,老师,入学模考配置（t）,处理中,,,,,,,2025W19
2025/05/07,"hello, 24年的calculus的FRQ用的哪个版本  麻烦题目和答案发我们一下吧",AP FRQ答案,有明教育,系统题目,老师,题目需求（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,这个常用作业是不是别的老师搜不到的只有我自己设置我自己搜的到？,常用作业查看与检索,Keystone,常用作业,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,学生这边看不到布置的单词作业 但是我这边能看到，是因为“未开课“的状态吗,学生无法查看单词作业,海胆教育,基础训练-单词,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师，请发一下这周的校校验证码,通用验证码,亨瑞留学,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师，我们这儿有就是雅思一整套真题然后加在一起两个小时那种吗？,系统题目布置方式,新航道,布置作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/07,老师好，这个学生的录屏我已经拉到最后了，然后录屏的时间好像还是不太对,录屏时长问题,星展,结果页,老师,使用问题（t）,已处理,已反馈,,,,录屏时长不能作为作答整体作业时长参考，学生可能会中途关闭作业，录屏时长中会记录,,2025W19
2025/05/07,老师学生反馈 个性化提交不了,自适应训练无法打开,新航道,自适应训练,学生,使用问题（t）,已处理,已反馈,,,,,44f0735f559506c71e90f07ecaa91ba.jpg,2025W19
2025/05/07,请问这本书可以录入校校系统吗,雅思单词书录入,新航道,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,老师，学生登录显示密码和账号错误，麻烦查看一下。学生账号13355772282,学生登录显示账号密码错误,新航道,登录,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/06,老师好， 运营数据里-学生课消 以助教维度去看，学生没有点出勤就不计入助教总课消了。,学生状态未出勤时，未计入助教课消,智成教育,数据分析,教务,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/06,你好我想问一下 学员的这个截至时间我们能提前结束吗？老师好，每个账号是自开通之日起就确认了截止时间的，这个没法修改哦,学员账号截止时间更换,美诺教育,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,匹配题拖不上去，imac ， Google浏览器,雅思拖拽题不能进行作答,Highscore,答题,学生,使用问题（t）,已处理,已反馈,,,,学生题目为填空题,5b286263df7f2f434717acadfd866d3f.mp4,2025W19
2025/05/06,问题就是我没有在布置题型训练的时候设置过答题时间,布置题型训练未开启倒计时，会进行倒计时,航野教育,布置作业页面,老师,使用问题（t）,已处理,已反馈,,,,倒计时结果后不会自动交卷,,2025W19
2025/05/06,您好，想请问一下，怎么操作可以只看到自己需要上课的课表呢？,助教身份可以筛选出自己需要上课的课程,亦诺国际,课表,教务,功能需求和优化（s）,,,,,,,,2025W19
2025/05/06,请问学生今晚用iPad做题，有这个提醒 ,ipad显示暂不支持手机端答题，请使用PC/Pad重新进入,高本教育,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,请问AP环科的模考什么时候能上线呀？,AP环科,新航道杭州,系统题目,老师,题目需求（s）,已处理,,,,,,,2025W19
2025/05/06,我看题库3月里的harder的题目不多 ABCD卷都没有 是不是你们也搜集到呀,题目需求,啼分鸡,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,系统里23年的统计frq答案可以发我吗 ,AP FRQ答案,深圳洛课,系统题目,老师,题目需求（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,咱们系统里有单词吗 在哪里呀 托福单词,单词布置方法,骐绩国际,布置作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,我的课表有1节和2节的，智能的就是2节，我自己手动排的就是单节 这个怎么弄啊,排课&课表导出,夸颂教育,排课,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,老师，我们有GRE题库吗,GRE题库使用与关联问题,寄托,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/06,为什么呢？有没有2022年的原题试卷请问 我看看原题是咋样的,AP AB题干误,杭州青澜,系统题目,老师,题目数据问题（t）,已处理,,,,,题源本身有问题,"AP-查看微积分ABQP-2022-Calculus AB-AP.pdf,e3919339fda07ebeb33e8ddc72d28c6.jpg",2025W19
2025/05/06,系统里有多邻国吗？,多邻国需求,清流教育,其他,老师,功能需求和优化（s）,,,,,,,,2025W19
2025/05/06,你好 为什么托福有报告分析 雅思没有呢,雅思成绩分析报告,领睿学院,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,老师，帮忙查看该学员的模考成绩，谢谢13703026923,入学模考查询,美世教育,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/05,真题20套里面的辛苦修改一下哈,题目&答案单词拼写错误,杭州壹橙,系统题目,老师,题目数据问题（t）,已处理,,,,,,"7095e14d7ab593f4a295fa34f8c3c60.jpg,620a0428e23813543ea718420e1b5ac.jpg",2025W19
2025/05/05,想问一下，用这个ai智能批改是可以直接的分数吗？,AI批改是否可以直接出分数,BMC国际,AI批改,老师,功能操作疑问（s）,已处理,已反馈,,,,,2803339b8da204915f4e0f553393a8a.jpg,2025W19
2025/05/05,老师，我想反馈一下语法题有一道题意思有点问题,自有单词书单词意思错误,维他,单词书,老师,使用问题（t）,已处理,已反馈,,,,,f4389a2f013093ced566071b3740396.png,2025W19
2025/05/05,这份作业麻烦看一下，学生听力做听力的时候卡住了，然后作业阅读。现在记录都没有了。https://willedu.xiaosaas.com/org/IELTS/result.html?id=7235720&stubj=&qid=&teacherid=20822&stuid=81295&wrcd=1&xiaov=1745809712000,学生作答时卡顿后，没有记录,唯优教育,答题,学生,使用问题（t）,已处理,已反馈,,,,,,2025W19
2025/05/05,请问刷题系统上sat的有没有bluebook的套题呢？,SAT题目,闻雅德,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,老师好，请问可以把这套试卷导入系统吗？,机构题库导入,新航道,机构题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,学生用网页可以正常登录账号，但是用小程序就显示账号或者密码错误，请问是什么原因呀？,学生小程序无法登录,新航道,小程序,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,D选项的coat drive，改成clothing drive,听力题目答案错误,菁鹰,系统题目,老师,题目数据问题（t）,已处理,,,,,题源本身有误,06b1ea58adc46ed1fbb36ed709053fe.png,2025W19
2025/05/05,韩旭，18221155176，麻烦老师查一下PTE的测试卷,入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/05,"老师您好，能帮忙看下这个学生的sat测评吗？
艾岱 19136801337",入学模考查询,新航道上海,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/05,老师这边有个学生做了测试，口语部分需要人工批改是吗？,入学模考口语人工批改,新航道北京,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,您好老师，想问一下我们测试系统，后边题库练习的时候听力可以倍速吗,听力倍速,新航道,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,学生账号换了手机号，布置作业做不了，能看到点不进去，显示该作业未完成，这个是什么情况呀,学生更换手机后无法登陆,图钉教育,登录,学生,使用问题（t）,已处理,已反馈,,,,教务老师更换成家长手机号,,2025W19
2025/05/05,老师 麻烦查一下屈小茹的成绩,入学模考查询,新航道济南,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/05,老师 帮忙查一下 陶耕的测试结果吧,入学模考查询,新航道济南,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/05,刘睿铎同学的测试结果帮忙查一下,入学模考查询,新航道济南,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W19
2025/05/05,麻烦问下怎么把老师账号里的校币转给教务？,校币分配&入学模考批改,源锐教育,校币,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,麻烦问一下，这个普通账号的权限是什么来着,普通账号权限,有明教育,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W19
2025/05/05,您好为什么布置的这个作业，没有能点击进入的入口呀，正常的不应该想下面这样的么？,学生作业没有点击入口,浙江澜大,作业管理页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,25eeac4824f545d8e2f2c4433c4a4740_.png,2025W19
2025/05/04,您好，这套题有答案吗,AP题目答案,北京有声学院,系统题目,老师,题目需求（s）,已处理,已反馈,,,,,6f4d168918842212ed5da44cf975f92.png,2025W18
2025/05/04,请问老师：AP的free response 有别的学生用过吗？,AP FRQ暂时无法线上作答,杭州青澜,答题,学生,功能需求和优化（s）,处理中,,,,,,,2025W18
2025/05/04,老师们好，这个批改是自动的？这个是学生的原始文章吗？我点击了隐藏之后，发现很多错误的单词，那个才是学生的原始文章呢？,写作批改文章前后,星展,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W18
2025/05/04,老师们好，为何我今天看不到这里的待反馈课程呀,看不到待反馈课程,星展,课堂反馈,老师,使用问题（t）,已处理,已反馈,,,,班级没有学生,7125429f490f16469df5c64a3fcd648.png,2025W18
2025/05/04,"亲，今天上课发现了一个bug：
明明正确答案是D，但是在总览界面显示的是A。节后处理就好。我们只是把今天发现的问题先及时发在这里。",正确答案显示错误,Capstone,结果页,老师,Bug（t）,处理中,,,,,,,2025W18
2025/05/04,麻烦老师看一下赵睿铮的成绩,入学模考查询,新航道济南,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W18
2025/05/04,老师好~现在系统有IG英语单词吗,IG单词书,新航道,单词书,老师,题目需求（s）,,,,,,,,2025W18
2025/05/04,老师 请问一下学生登陆不进去 一直跳出这个界面要怎么处理,学生无法登录,新航道杭州,登录,学生,使用问题（t）,已处理,已反馈,,,,,,2025W18
2025/05/04,老师，这套题的图不对  这是另一套的图,题目问题,唯学,系统题目,老师,题目数据问题（t）,处理中,,,,,,"79278c0c39ae25905363ec53c6bf13e.png,922a43db712544b07e2a963032d91bd.png",2025W18
2025/05/04,你好想问一下这种输入单词前几个字母，整个单词拼写会自动出现的情况怎么关掉呀,单词自动联想,浙江澜大,答题,学生,其他,已处理,已反馈,,,,学生未使用英语输入法,,2025W18
2025/05/04,校校您好，学生反馈今天在家登录系统做练习进不去，出现上面这种情况，之前是没有出现过的，请问是哪里出现问题了呢,作业界面无法打开,曼哈顿,登录,学生,使用问题（t）,已处理,已反馈,,,,网址错误,8d4bf8e5c91831c0dc4f9c58261b59a.png,2025W18
2025/05/04,老师，有新的通用验证码吗？,通用验证码,南京学了么,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W18
2025/05/04,需要一个通用验证码,通用验证码,LUMI,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W18
2025/05/04,像这个作业 老师端怎么才能看到它的完成时间呢,查看学生完成作业时间,菁鹰,学生作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W18
2025/05/04,学生做入学模考时反映说part2部分系统自己跳掉了。这是作业链接辛苦看看是啥问题呀https://flyingtiger.xiaosaas.com/org/IELTS/result.html?id=70&stuid=731189&teacherid=&etmk=1&xiaov=17458097120001,AP FRQ暂时无法线上作答,飞虎,答题,学生,功能需求和优化（s）,处理中,,,,,,,2025W18
2025/05/04,你好，遇到一个问题，学生在手机录音然后上传，学生端界面可以显示进度条并播放录音，教师端没有进度条，并不能播放，这是什么问题呢,教师端无法播放录音,问鼎教育,结果页,老师,使用问题（t）,,,,,,,,2025W18
